1,203
1,538
1,646
1,933
1,956
1,2053
1,2149
1,2158
1,2580
1,2842
2,371
2,478
2,1162
2,1422
2,1893
2,2443
3,358
3,855
3,1505
3,1950
3,1951
3,2142
3,2156
3,2531
3,2618
4,180
4,362
4,372
4,387
4,1456
4,2253
5,161
5,468
5,613
5,639
5,686
5,1088
5,1483
5,1622
5,1796
5,2114
5,2809
5,2825
5,2836
5,2858
6,741
6,873
6,1244
6,1296
6,1363
6,1505
6,2356
6,2739
6,2801
7,256
7,1520
7,1537
7,1701
7,2529
7,2602
7,2679
8,483
8,775
8,1058
8,1115
8,1263
8,1453
8,1817
8,1989
8,2312
8,2963
9,215
9,216
9,271
9,445
9,481
9,1312
10,503
10,1223
10,1448
10,1658
10,2498
10,2728
10,2769
10,2834
10,2879
11,784
11,1331
11,2004
12,332
12,724
12,1398
12,1789
12,2111
12,2507
12,2527
12,2528
12,2640
13,380
13,1013
13,1099
13,1419
13,2143
13,2265
13,2627
14,462
14,768
14,854
14,1451
14,1459
14,1731
14,1950
14,2519
15,1104
15,1518
15,1724
15,1760
15,2137
15,2302
15,2355
15,2469
15,2868
15,2984
16,154
16,568
16,1287
16,1295
16,1857
16,2227
16,2418
16,2459
16,2481
16,2715
17,538
17,665
17,1243
17,1291
17,2031
17,2598
17,2628
18,1036
18,1150
18,1390
18,1963
18,2084
18,2505
18,2651
19,24
19,387
19,1395
19,1698
19,1700
19,2032
19,2076
19,2112
20,252
20,271
20,498
20,680
20,1100
20,1540
20,2121
20,2222
20,2277
20,2644
21,66
21,240
21,291
21,1011
21,1195
21,1277
21,2187
21,2748
22,223
22,765
22,812
22,1247
22,1590
22,1855
22,2330
22,2769
23,321
23,505
23,833
23,900
23,1743
23,1985
23,2172
23,2264
23,2370
23,2526
23,2789
24,332
24,565
24,612
24,1493
24,1814
25,1291
25,2487
26,87
26,230
26,802
26,1737
26,1986
26,2316
26,2563
26,2576
26,2842
26,2920
27,457
27,944
27,1331
27,1948
27,2170
27,2369
27,2376
27,2712
27,2715
28,97
28,621
28,1198
28,1255
28,1305
28,1705
28,2119
28,2290
29,346
29,348
29,931
29,1203
29,1495
29,2628
29,2789
29,2812
30,36
30,539
30,591
30,615
30,827
30,2585
30,2825
31,559
31,1276
31,2345
31,2462
31,2586
31,2938
32,199
32,892
32,948
32,1108
32,1749
32,1927
32,2135
32,2601
33,1820
33,1842
33,2569
33,2580
33,2708
34,553
34,818
34,924
34,1016
34,1429
34,1452
34,2332
34,2382
34,2751
35,429
35,945
35,1039
35,1133
35,1553
35,1986
35,2381
35,2580
36,456
36,2210
36,2232
36,2496
36,2573
37,102
37,214
37,264
37,412
37,415
37,586
37,857
37,950
37,1009
37,1022
37,1055
37,1188
37,1601
37,2500
37,2793
37,2945
38,296
38,517
38,1000
38,2485
38,2703
39,218
39,273
39,596
39,985
39,1104
39,1285
39,1658
39,1815
39,2168
39,2639
40,563
40,911
40,1695
40,1862
40,2013
40,2467
40,2685
41,309
41,442
41,763
41,1129
41,1679
41,1815
41,1864
41,1908
41,2010
41,2189
41,2280
42,344
42,664
42,1766
42,2014
43,1262
43,1687
43,2479
44,151
44,229
44,439
44,483
44,733
44,1449
44,2951
45,1407
45,2173
45,2409
45,2469
45,2592
46,158
46,295
46,664
46,859
46,2602
46,2660
46,2697
46,2799
46,2864
46,2956
47,114
47,1879
47,2035
47,2681
47,2689
48,1069
48,1363
48,1704
48,2115
48,2836
49,118
49,356
49,1924
49,2284
49,2330
50,518
50,780
50,1472
50,1549
50,1560
50,1789
50,1995
50,2161
50,2381
51,622
51,1270
51,1678
51,2019
51,2365
51,2404
51,2615
51,2782
52,239
52,355
52,635
52,756
52,1177
52,1178
52,1945
52,2050
52,2460
53,240
53,440
53,1163
53,1392
53,1875
53,2043
53,2324
53,2459
53,2674
53,2791
53,2995
54,822
54,1438
54,2185
54,2706
54,2997
55,108
55,1022
55,1475
55,1936
55,2068
55,2320
56,1624
56,1859
56,2212
56,2448
57,738
57,1203
57,1313
57,2250
58,957
58,994
58,1077
58,2395
58,2779
59,124
59,433
59,1481
59,2169
59,2488
60,125
60,145
60,565
60,844
60,1634
60,2629
61,848
61,1459
61,1499
61,1537
61,1851
61,2056
61,2181
61,2818
62,324
62,848
62,881
62,1043
62,2800
63,337
63,547
63,868
63,933
63,1571
63,1754
63,1804
63,1878
63,1989
63,2039
63,2274
63,2833
63,2973
64,88
64,742
64,1575
64,1582
64,1709
64,1877
64,1988
64,2235
64,2400
64,2756
65,644
65,1027
65,1515
65,1526
66,1369
66,1567
66,2273
66,2373
67,554
67,1218
67,1760
67,2081
67,2120
67,2148
67,2283
67,2308
67,2318
67,2340
67,2470
67,2493
67,2662
68,167
68,637
68,917
68,1217
68,1602
68,2372
68,2414
68,2501
68,2806
69,235
69,1309
69,1311
69,1630
69,1728
69,1753
69,1916
69,2413
69,2428
69,2536
69,2634
70,1401
70,1836
70,2936
71,292
71,648
71,1288
71,1347
71,1352
71,1590
71,1979
71,2255
71,2826
72,456
72,685
72,1121
72,2753
73,639
73,1725
73,1826
73,2041
73,2044
73,2453
73,2921
74,136
74,243
74,283
74,420
74,1086
74,1490
74,2457
74,2650
75,394
75,1514
75,1585
75,1893
75,2068
75,2362
76,634
76,1008
76,1215
76,1306
76,1459
76,1744
76,2517
76,2954
77,233
77,282
77,535
77,713
77,890
77,1220
77,1659
77,1729
77,2009
77,2035
77,2277
77,2953
78,159
78,213
78,295
78,941
78,1081
78,1248
78,1371
78,1767
78,1787
78,2051
78,2312
78,2447
78,2579
78,2939
79,146
79,370
79,384
79,543
79,949
79,1376
79,1735
79,2522
79,2658
79,2666
80,619
80,1096
80,1437
80,2017
80,2252
80,2909
81,361
81,737
81,1006
81,1781
81,2413
81,2632
82,102
82,183
82,771
82,1704
82,2385
82,2857
83,612
83,1545
83,2597
84,852
84,1253
84,1293
84,1459
84,1746
84,2272
84,2759
85,100
85,137
85,862
85,1462
85,2205
85,2376
85,2606
86,1280
86,1293
86,1493
86,1794
86,2468
86,2503
86,2598
86,2993
87,345
87,366
87,426
87,578
87,1171
87,1630
87,1702
87,2356
87,2474
87,2635
88,123
88,430
88,643
88,850
88,888
88,1001
88,1081
88,1084
89,159
89,641
89,2003
89,2975
89,2994
90,153
90,217
90,662
90,901
90,1109
90,1513
90,1688
90,2003
90,2409
90,2451
91,483
92,165
92,198
92,258
92,523
92,701
92,745
92,1703
92,1819
92,1830
92,1835
92,2060
93,1788
93,1979
93,2365
93,2654
93,2780
93,2991
94,220
94,817
94,931
94,1336
94,1805
94,2672
95,257
95,737
95,1756
95,2549
96,413
96,674
96,741
96,847
96,900
96,906
96,1076
96,1324
96,2166
96,2576
96,2718
96,2977
97,234
97,798
97,1055
97,1068
97,1144
97,1544
97,1895
97,1938
97,2934
98,145
98,155
98,274
98,814
98,960
98,1534
98,2095
98,2212
99,104
99,251
99,816
99,837
99,1394
99,1832
99,1866
99,2030
99,2668
99,2870
100,499
100,673
100,839
100,1352
100,1402
100,2108
100,2165
100,2359
100,2748
101,893
101,1092
101,1520
101,1541
101,1850
101,2184
101,2328
101,2350
102,418
102,718
102,937
102,1042
102,1235
102,1300
102,1752
