1,2
1,3
1,4
1,5
1,6
1,15
1,16
1,25
1,30
1,44
1,54
1,73
1,78
1,115
1,118
1,179
1,216
1,239
1,273
1,274
1,314
1,335
1,523
1,553
1,644
1,801
1,825
1,896
1,1105
1,1394
1,1472
1,1503
1,1519
1,1696
1,2316
2,3
2,4
2,5
2,6
2,8
2,10
2,11
2,13
2,14
2,27
2,55
2,58
2,83
2,130
2,140
2,271
2,324
2,465
2,622
2,625
2,739
2,1112
2,1378
2,1763
2,1997
2,2023
2,2838
2,2850
3,4
3,11
3,14
3,19
3,198
3,320
3,494
3,556
3,1148
3,2338
4,5
4,7
4,9
4,12
4,51
4,52
4,60
4,66
4,70
4,105
4,136
4,208
4,218
4,232
4,263
4,346
4,379
4,484
4,507
4,566
4,576
4,718
4,1109
4,1131
4,1230
4,2090
4,2101
4,2541
4,2565
4,2708
4,2997
5,6
5,7
5,10
5,15
5,16
5,24
5,26
5,28
5,30
5,54
5,56
5,58
5,100
5,102
5,104
5,119
5,122
5,186
5,200
5,223
5,230
5,253
5,357
5,396
5,442
5,455
5,508
5,561
5,816
5,837
5,1026
5,1205
5,1566
5,1722
5,1850
5,1892
5,1973
6,7
6,8
6,9
6,13
6,15
6,18
6,21
6,22
6,25
6,32
6,33
6,36
6,42
6,46
6,49
6,52
6,61
6,68
6,69
6,86
6,121
6,163
6,172
6,231
6,322
6,371
6,383
6,549
6,768
6,1174
6,1332
6,1660
7,8
7,9
7,10
7,11
7,12
7,13
7,17
7,29
7,53
7,87
7,89
7,112
7,125
7,128
7,129
7,205
7,264
7,306
7,344
7,388
7,520
7,547
7,573
7,611
7,841
7,1020
7,1898
8,17
8,39
8,43
8,82
8,130
8,155
8,183
8,203
8,235
8,289
8,683
8,729
8,745
8,882
8,887
8,1048
8,2019
8,2998
9,12
9,21
9,22
9,23
9,51
9,52
9,67
9,72
9,127
9,139
9,152
9,356
9,441
9,477
9,491
9,537
9,615
9,855
9,885
9,911
9,956
9,1193
9,1575
9,1761
9,2082
9,2140
9,2231
9,2539
10,24
10,30
10,45
10,63
10,104
10,111
10,169
10,185
10,197
10,225
10,395
10,410
10,571
10,586
10,743
10,856
10,872
10,1017
10,1282
10,1693
10,1720
10,1797
10,1903
10,2312
11,14
11,19
11,20
11,31
11,48
11,114
11,137
11,145
11,178
11,321
11,556
11,671
11,805
11,853
11,878
11,1076
11,1436
11,1638
11,2272
11,2347
11,2511
12,21
12,41
12,134
12,152
12,184
12,475
12,491
12,516
12,667
12,846
12,1695
12,1768
12,2715
13,17
13,18
13,29
13,33
13,41
13,42
13,49
13,57
13,61
13,85
13,148
13,150
13,159
13,227
13,241
13,326
13,584
13,703
13,727
13,894
13,941
13,970
13,1054
14,18
14,19
14,20
14,31
14,59
14,114
14,137
14,145
14,178
14,198
14,321
14,391
14,494
14,539
14,671
14,966
14,1076
14,1436
14,1581
14,1638
14,2078
14,2347
14,2825
15,16
15,24
15,25
15,32
15,44
15,46
15,78
15,109
15,115
15,118
15,187
15,190
15,224
15,248
15,260
15,268
15,273
15,274
15,314
15,462
15,553
15,614
15,644
15,769
15,801
15,1105
15,1212
15,1472
16,26
16,34
16,54
16,56
16,73
16,91
16,102
16,113
16,255
16,283
16,295
16,330
16,347
16,372
16,381
16,382
16,483
16,565
16,602
16,618
16,647
16,1061
16,1694
16,1795
16,2362
16,2966
17,27
17,29
17,43
17,47
17,53
17,82
17,89
17,107
17,125
17,149
17,151
17,233
17,270
